Product (CE No.),Sub-fund (CE No.),Issuer,Authorisation date,Documents,Derivative funds,type
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Fidelity SaveEasy 2050 Fund (BDE998),FIL Investment Management (Hong Kong) Limited,15/4/2015,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Global Bond Fund (AFH936),FIL Investment Management (Hong Kong) Limited,14/9/2000,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Global Bond HK$ Hedged Fund (AIH525),FIL Investment Management (Hong Kong) Limited,6/3/2003,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Global Corporate Bond Fund (BRE073),FIL Investment Management (Hong Kong) Limited,5/10/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Global Equity Fund (AIV083),FIL Investment Management (Hong Kong) Limited,12/6/2003,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Growth Fund (AFH924),FIL Investment Management (Hong Kong) Limited,14/9/2000,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - HK$ Money Fund (AFH937),FIL Investment Management (Hong Kong) Limited,14/9/2000,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Hong Kong Bond Fund (AIH526),FIL Investment Management (Hong Kong) Limited,6/3/2003,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Hong Kong Equity Fund (AFH932),FIL Investment Management (Hong Kong) Limited,14/9/2000,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Japanese Equity Fund (AFH960),FIL Investment Management (Hong Kong) Limited,14/9/2000,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - RetireEasy Fund (BRE072),FIL Investment Management (Hong Kong) Limited,5/10/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - RMB Bond Fund (BCE815),FIL Investment Management (Hong Kong) Limited,19/6/2014,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - RMB Bond Fund (MPF) (BCE814),FIL Investment Management (Hong Kong) Limited,19/6/2014,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Stable Growth Fund (AFH927),FIL Investment Management (Hong Kong) Limited,14/9/2000,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - US$ Money Fund (AFH938),FIL Investment Management (Hong Kong) Limited,14/9/2000,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - World Bond Fund (AIV082),FIL Investment Management (Hong Kong) Limited,12/6/2003,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Selected Funds (BSG286),,FIL Investment Management (Hong Kong) Limited,13/7/2022,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Fidelity Selected Funds (BSG286),Short Duration Quality Income Fund (BSG287),FIL Investment Management (Hong Kong) Limited,13/7/2022,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),,Self-Managed,21/8/1998,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier Asia Strategic Bond Fund (AFD944),Board of Director - First Sentier Investors Global Umbrella Fund plc,5/8/1999,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier Asian Property Securities Fund (ANU348),Board of Director - First Sentier Investors Global Umbrella Fund plc,1/11/2006,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier Asian Quality Bond Fund (AIU582),Board of Director - First Sentier Investors Global Umbrella Fund plc,7/5/2003,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier Global Bond Fund (AER779),Board of Director - First Sentier Investors Global Umbrella Fund plc,21/8/1998,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier Global Listed Infrastructure Fund (APZ207),Board of Director - First Sentier Investors Global Umbrella Fund plc,23/1/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier Global Property Securities Fund (ANU349),Board of Director - First Sentier Investors Global Umbrella Fund plc,1/11/2006,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier Global Resources Fund (ANU350),Board of Director - First Sentier Investors Global Umbrella Fund plc,1/11/2006,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier High Quality Bond Fund (AER780),Board of Director - First Sentier Investors Global Umbrella Fund plc,21/8/1998,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier Long Term Bond Fund (AFS565),Board of Director - First Sentier Investors Global Umbrella Fund plc,10/4/2000,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier Multi-Asset Growth and Income Fund (BPW746),Board of Director - First Sentier Investors Global Umbrella Fund plc,23/9/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA All China Fund (BSZ924),First Sentier Investors (Hong Kong) Limited,1/12/2022,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA ASEAN All Cap Fund (AHP705),Board of Director - First Sentier Investors Global Umbrella Fund plc,9/9/2002,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA Asia Focus Fund (AJL812),Board of Director - First Sentier Investors Global Umbrella Fund plc,17/5/2004,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA Asia Opportunities Fund (AFM956),Board of Director - First Sentier Investors Global Umbrella Fund plc,24/1/2000,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA Asian Equity Plus Fund (AIU581),Board of Director - First Sentier Investors Global Umbrella Fund plc,7/5/2003,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA Asian Growth Fund (AET258),Board of Director - First Sentier Investors Global Umbrella Fund plc,21/8/1998,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA China A Shares Fund (BOM787),Board of Director - First Sentier Investors Global Umbrella Fund plc,11/10/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA China Focus Fund (APZ208),Board of Director - First Sentier Investors Global Umbrella Fund plc,23/1/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA China Growth Fund (AET259),Board of Director - First Sentier Investors Global Umbrella Fund plc,21/8/1998,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA Global Emerging Markets Focus Fund (BOM788),Board of Director - First Sentier Investors Global Umbrella Fund plc,11/10/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA Greater China Growth Fund (AHP704),Board of Director - First Sentier Investors Global Umbrella Fund plc,9/9/2002,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA Hong Kong Growth Fund (AFD408),Board of Director - First Sentier Investors Global Umbrella Fund plc,5/8/1999,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA Indian Subcontinent Fund (AET261),Board of Director - First Sentier Investors Global Umbrella Fund plc,21/8/1998,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA Japan Equity Fund (BHI999),Board of Director - First Sentier Investors Global Umbrella Fund plc,14/6/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Asia Pacific Leaders Sustainability Fund (BRS702),Board of Director - First Sentier Investors Global Umbrella Fund plc,10/12/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Asia Pacific Sustainability Fund (BRS704),Board of Director - First Sentier Investors Global Umbrella Fund plc,10/12/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors European Sustainability Fund (BSZ925),First Sentier Investors (Hong Kong) Limited,1/12/2022,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Global Emerging Markets Leaders Fund (AJL813),Board of Director - First Sentier Investors Global Umbrella Fund plc,17/5/2004,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Global Emerging Markets Sustainability Fund (BRS703),Board of Director - First Sentier Investors Global Umbrella Fund plc,10/12/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Indian Subcontinent Sustainability Fund (BSZ926),First Sentier Investors (Hong Kong) Limited,1/12/2022,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Worldwide Equity Fund (AWY818),Board of Director - First Sentier Investors Global Umbrella Fund plc,28/2/2012,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Worldwide Leaders Sustainability Fund (AFD406),Board of Director - First Sentier Investors Global Umbrella Fund plc,5/8/1999,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Worldwide Sustainability Fund (BSZ927),First Sentier Investors (Hong Kong) Limited,1/12/2022,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
First Sentier Investors Umbrella Funds (AGR018),,First Sentier Investors (Hong Kong) Limited,10/5/2001,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
First Sentier Investors Umbrella Funds (AGR018),First Sentier Asian Bridge Fund (AJC579),First Sentier Investors (Hong Kong) Limited,18/8/2003,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Foundation Fund Series (BNC674),,Foundation Asset Management (HK) Limited,24/9/2018,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Foundation Fund Series (BNC674),Foundation China Equity Fund (BNC675),Foundation Asset Management (HK) Limited,24/9/2018,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Foundation Fund Series (BNC674),Foundation Global Income and Growth Fund (BPD431),Foundation Asset Management (HK) Limited,2/1/2020,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Floating Rate Fund Plc (AHD670),,Franklin Templeton International Services S.a.r.l.,12/7/2002,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Floating Rate Master Trust (AHK657),,Self-Managed,12/7/2002,,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Sealand China Prospect Mixed Assets Fund (BFY656),,"Franklin Templeton Sealand Fund Management Co., Ltd.",1/2/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Templeton Asia Fund Series (BFS532),,Franklin Templeton Investments (Asia) Limited,10/12/2015,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Templeton Asia Fund Series (BFS532),Franklin Select APAC Quality Income Fund (BQN311),Franklin Templeton Investments (Asia) Limited,11/3/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Templeton Asia Fund Series (BFS532),Franklin Select Global Multi-Asset Income Fund (BFS534),Franklin Templeton Investments (Asia) Limited,10/12/2015,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Templeton Asia Fund Series (BFS532),Franklin Templeton Select APAC Income Fund (BQN314),Franklin Templeton Investments (Asia) Limited,11/3/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Templeton Asia Fund Series (BFS532),Templeton Select APAC Equity Income Fund (BQN312),Franklin Templeton Investments (Asia) Limited,11/3/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Templeton Asia Fund Series (BFS532),Templeton Select Global Leaders Fund (BFS533),Franklin Templeton Investments (Asia) Limited,10/12/2015,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Templeton Fund Series (AYW765),,Franklin Templeton Investments (Asia) Limited,18/9/2012,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Templeton Fund Series (AYW765),Templeton China Opportunities Fund (AYW767),Franklin Templeton Investments (Asia) Limited,18/9/2012,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Templeton Investment Funds (ACG318),,Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Biotechnology Discovery Fund (AFW211),Franklin Templeton International Services S.a.r.l.,5/7/2000,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Euro Government Bond Fund (AEZ676),Franklin Templeton International Services S.a.r.l.,26/1/1999,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Euro High Yield Fund (AFW212),Franklin Templeton International Services S.a.r.l.,5/7/2000,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Global Convertible Securities Fund (AZH247),Franklin Templeton International Services S.a.r.l.,20/3/2013,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Global Growth Fund (ARR950),Franklin Templeton International Services S.a.r.l.,28/10/2009,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Global Income Fund (BPW981),Franklin Templeton International Services S.a.r.l.,22/9/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Global Real Estate Fund (AND704),Franklin Templeton International Services S.a.r.l.,29/1/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Gold and Precious Metals Fund (AUW701),Franklin Templeton International Services S.a.r.l.,7/5/2010,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin High Yield Fund (ADG889),Franklin Templeton International Services S.a.r.l.,11/3/1996,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Income Fund (AFE773),Franklin Templeton International Services S.a.r.l.,29/7/1999,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin India Fund (AMS802),Franklin Templeton International Services S.a.r.l.,27/1/2006,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Innovation Fund (BPB691),Franklin Templeton International Services S.a.r.l.,20/12/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin MENA Fund (AQU220),Franklin Templeton International Services S.a.r.l.,6/6/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Mutual European Fund (AFW215),Franklin Templeton International Services S.a.r.l.,5/7/2000,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Mutual Global Discovery Fund (AND705),Franklin Templeton International Services S.a.r.l.,13/6/2006,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Mutual U.S. Value Fund (ADQ118),Franklin Templeton International Services S.a.r.l.,23/9/1996,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Natural Resources Fund (AOV153),Franklin Templeton International Services S.a.r.l.,12/9/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin NextStep Balanced Growth Fund (BHD706),Franklin Templeton International Services S.a.r.l.,23/5/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin NextStep Dynamic Growth Fund (BHD707),Franklin Templeton International Services S.a.r.l.,23/5/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin NextStep Stable Growth Fund (BHD708),Franklin Templeton International Services S.a.r.l.,23/5/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Strategic Income Fund (BFJ284),Franklin Templeton International Services S.a.r.l.,8/9/2015,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin Technology Fund (AFW216),Franklin Templeton International Services S.a.r.l.,5/7/2000,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin U.S. Dollar Short-Term Money Market Fund (ACG341),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;4;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin U.S. Government Fund (ACG338),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Franklin U.S. Opportunities Fund (AFW210),Franklin Templeton International Services S.a.r.l.,5/7/2000,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Asian Bond Fund (AMS803),Franklin Templeton International Services S.a.r.l.,27/1/2006,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Asian Growth Fund (ACG327),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Asian Smaller Companies Fund (ARR951),Franklin Templeton International Services S.a.r.l.,26/5/2009,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton BRIC Fund (AMS804),Franklin Templeton International Services S.a.r.l.,27/1/2006,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton China A-Shares Fund (BRS929),Franklin Templeton International Services S.a.r.l.,13/12/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton China Fund (ACG328),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Eastern Europe Fund (AEB189),Franklin Templeton International Services S.a.r.l.,25/7/1997,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Emerging Markets Bond Fund (ACG337),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Emerging Markets Dynamic Income Fund (AWY061),Franklin Templeton International Services S.a.r.l.,17/10/2011,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Emerging Markets Fund (ACG329),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Emerging Markets Smaller Companies Fund (AOV154),Franklin Templeton International Services S.a.r.l.,12/9/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Euroland Fund (AEZ674),Franklin Templeton International Services S.a.r.l.,26/1/1999,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton European Dividend Fund (BKC186),Franklin Templeton International Services S.a.r.l.,19/9/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton European Small-Mid Cap Fund (ANF085),Franklin Templeton International Services S.a.r.l.,29/1/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Frontier Markets Fund (ARR952),Franklin Templeton International Services S.a.r.l.,26/5/2009,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Global Balanced Fund (ACG332),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Global Bond Fund (ACG333),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Global Climate Change Fund (ACG321),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Global Equity Income Fund (ALS514),Franklin Templeton International Services S.a.r.l.,26/4/2005,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Global Fund (ACG320),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Global High Yield Fund (ATE028),Franklin Templeton International Services S.a.r.l.,28/10/2009,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Global Income Fund (ALS516),Franklin Templeton International Services S.a.r.l.,26/4/2005,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Global Smaller Companies Fund (ACG322),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Global Total Return Fund (AJD982),Franklin Templeton International Services S.a.r.l.,30/12/2003,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Global Total Return II Fund (BPW982),Franklin Templeton International Services S.a.r.l.,22/9/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Franklin Templeton Investment Funds (ACG318),Templeton Latin America Fund (ACG324),Franklin Templeton International Services S.a.r.l.,18/10/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
FSSA China All Cap Fund (AGT168),,First Sentier Investors (Hong Kong) Limited,28/6/2001,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
Fubon Fund Series (BPM413),,Fubon Fund Management (Hong Kong) Limited,19/8/2020,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Fubon Fund Series (BPM413),Fubon Asian Bond Target Maturity Fund 2024 (BPM414),Fubon Fund Management (Hong Kong) Limited,19/8/2020,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Fullgoal International Funds SICAV (BNY661),,LEMANIK ASSET MANAGEMENT S.A.,21/6/2019,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Fullgoal International Funds SICAV (BNY661),Fullgoal China Equity Fund (BRS921),LEMANIK ASSET MANAGEMENT S.A.,16/3/2022,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Fullgoal International Funds SICAV (BNY661),Fullgoal China Small-Mid Cap Growth Fund (BNY686),LEMANIK ASSET MANAGEMENT S.A.,21/6/2019,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Fullgoal Investment Fund Series (BCV140),,Fullgoal Asset Management (HK) Limited,3/6/2014,,,0;0;0;0;0;0;0;0;0;0;0;0;0
GaoTeng Advance (BPX516),,GaoTeng Global Asset Management Limited,20/11/2020,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
GaoTeng Advance (BPX516),GaoTeng Emerging Market Fixed Income Fund (BPX517),GaoTeng Global Asset Management Limited,20/11/2020,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
GaoTeng Fund ICAV (BQC330),,Lemanik Asset Management S.A. – Dublin Branch,30/12/2020,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
GaoTeng Fund ICAV (BQC330),GaoTeng Penguin Asian High Yield Fund (BQC331),Lemanik Asset Management S.A. – Dublin Branch,30/12/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
GaoTeng WeFund (BND024),,GaoTeng Global Asset Management Limited,12/10/2018,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
GaoTeng WeFund (BND024),GaoTeng Asian Income Fund (BND025),GaoTeng Global Asset Management Limited,12/10/2018,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
GaoTeng WeFund (BND024),GaoTeng China RMB Bond Fund (BSZ877),GaoTeng Global Asset Management Limited,23/11/2022,,,0;0;0;0;0;0;0;0;0;0;0;0;0
